"id","source","source_accessed","source_identifier","short_title","author","year","gender","translator","title","publication","format","catalogue_numbers","notes","further_editions","scan_identifiers_space_separated_semicolon_separates_volumes_of_same_edition","scan_notes_volumes_missing,_second_edition_etc_semicolon_comments_on_corresponding_edition_in_scan_field"
731,"GARSIDE1800-1829",20100817,"1809A032","Irish Recluse, The","Sarah ISDELL",1809,"Female",,"THE IRISH RECLUSE; OR, A BREAKFAST AT THE ROTUNDA. IN THREE VOLUMES. BY SARAH ISDELL, AUTHOR OF THE VALE OF LOUISIANA","London:                     Printed for J. Booth, Duke-Street, Portland-Place, 1809","3 vols (I iv, 260p, ill.; II 226p, ill.; III 249p, ill.). 12&deg;","MH-H *EC8.Is247.809i; ECB 300; EN2 1809: 34; NSTC I527; xOCLC","Dedication to Sir Edward Denny, Bart., Tralee Castle. Vol. 3, p. 249, where text ends, concludes with adv. for a non-fictional work, 'Spain and Portugal', the following p. [250] containing advs for 'New Novels, &c.'",,,
732,"GARSIDE1800-1829",20100817,"1809A033","Bard, The","Evan JONES",1809,"Male",,"THE BARD; OR, THE TOWERS OF MORVEN. A LEGENDARY TALE. BY EVAN JONES, ROYAL NAVY","London:                     Printed for the Author, and sold by R. Dutton, 45, Gracechurch-Street, 1809","1 vol.  (vi, 160p). 12&deg;","Cardiff University WG16.9.J; EN2 1809: 35; xNSTC; xOCLC","Introduction, pp. [v]&ndash;vi, giving origin in North Wales tradition, and in which author apologises for 'the numerous errors with which this first production of his pen abounds' (p. vi). Colophon reads: 'Printed by W. Darton, and J. and J. Harvey, Gracechurch-Street.'","1810 (Corvey, OCLC 38031474&mdash;a reissue by A. K. Newman), CME 3-628-51083-X.  The Corvey copy has the same printer's mark and colophon as the 1809 Dutton edn",,
733,"GARSIDE1800-1829",20100817,"1809A034","Family of Santraile, The","Harriet JONES",1809,"Female",,"THE FAMILY OF SANTRAILE; OR, THE HEIR OF MONTAULT. A ROMANCE IN FOUR VOLUMES. BY HARRIOT [sic] JONES, AUTHORESS OF BELMONT LODGE, A NOVEL","London:                     Printed for J. Cawthorn, 5, Catherine-Street, Strand, 1809","4 vols (I xii, 333p, ill.; II 299p; III 286p; IV 300p). 12&deg;","ViU PZ2.J66F.1809; EN2 1809: 36; xNSTC; OCLC 6844476","Address to the Public', signed Harriet Jones, Maidstone Nunnery, 1808. On t.ps. to vols 2&ndash;4, the author's name is  spelt 'Harriet'","2nd edn 1818 (Corvey), CME 3-628-48001-9",,
734,"GARSIDE1800-1829",20100817,"1809A035","Emily, a Moral Tale","Henry KETT",1809,"Male",,"EMILY, A MORAL TALE, INCLUDING LETTERS FROM A FATHER TO HIS DAUGHTER, UPON THE MOST IMPORTANT SUBJECTS. BY THE REV. HENRY KETT, FELLOW OF TRINITY COLLEGE, OXFORD, AND AUTHOR OF THE ELEMENTS OF GENERAL KNOWLEDGE, &C. IN TWO VOLUMES","London:                     Printed for Messrs. Rivingtons, No. 62, St. Paul's Church-Yard; Payne, Pall-Mall; Lunn, Soho Square; Egerton, Charing-Cross; and Hatchard, Piccadilly, 1809/11","3 vols (I (1809) vii, 327p; II (1809) 328p; III (1811) 328p). 8&deg;","BRu ENC; ECB 320; EN2 1809: 37; NSTC K473; OCLC 15219879","Dedication to 'their Royal Highnesses the Princesses Augusta, Elizabeth, Mary, Sophia, and Amelia'. 'Advertisement to the Third Volume of Emily' begins: 'As the two Volumes which originally composed this work have been very favourably received, the author is encouraged to introduce a THIRD to the notice of the public'. Vol. 3 title is similar to those of vols 1 and 2 apart from reading: 'In Three Volumes'. Imprint to vol. 3 differs as follows: 'London: Printed for Messrs. Rivingtons, No. 62, St. Paul's Church-Yard; Payne, Pall-Mall; Egerton, Charing-Cross; and Hatchard, Piccadilly; by Law and Gilbert, St. John's Square, 1811'","2nd edn 1809 (NSTC); 3rd edn 1811 (OCLC)",,
735,"GARSIDE1800-1829",20100817,"1809A036","Leontina","August Friedrich Ferdinand von KOTZEBUE",1809,"Male",,"LEONTINA: A NOVEL. IN THREE VOLUMES. BY AUGUSTUS VON KOTZEBUE. TRANSLATED FROM THE GERMAN","London:                     Printed for Henry Colburn, Conduit-Street, New Bond-Street, 1809","3 vols (I 212p; II 234p; III 216p). 12&deg;","C Rom.3.53; EN2 1809: 38; NSTC 902; OCLC 12948552","Trans. of <i>Leontine</i> (Riga, 1808)",,,
736,"GARSIDE1800-1829",20100817,"1809A037","London; or, Truth without Reason","Francis LATHOM",1809,"Male",,"LONDON; OR, TRUTH WITHOUT TREASON. A NOVEL. IN FOUR VOLUMES. BY FRANCIS LATHOM, AUTHOR OF THE MYSTERIOUS FREEBOOTER, THE UNKNOWN, MYSTERY, ERESTINA, &C. &C","London:                     Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1809","4 vols (I viii, 296p; II 312p; III 295p; IV 322p). 12&deg;","Corvey; CME 3-628-47959-2; ECB 330; EN2 1809: 39; xNSTC; xOCLC",,,,
737,"GARSIDE1800-1829",20100817,"1809A038","Romance of the Hebrides, The","Francis LATHOM",1809,"Male",,"THE ROMANCE OF THE HEBRIDES; OR, WONDERS NEVER CEASE! IN THREE VOLUMES. BY FRANCIS LATHOM, AUTHOR OF LONDON; THE UNKNOWN; MYSTERIOUS FREEBOOTER; MYSTERY; &C","London:                     Printed at the Minerva-Press, for A. K. Newman and Co. (Successors to Lane, Newman, & Co.) Leadenhall-Street, 1809","3 vols (I viii, 282p; II 288p; III 256p). 12&deg;","Corvey; CME 3-628-47963-0; EN2 1809: 40; NSTC L546; OCLC 6875795","Preface (vol. 1, pp. [v]&ndash;viii) states: 'The period at which the following tale is supposed to have taken place, is about the middle of the thirteenth century, and the theatre of action principally the Scottish Isles'",,,
738,"GARSIDE1800-1829",20100817,"1809A039","Love, Hatred, and Revenge","Thomas Pike LATHY",1809,"Male",,"LOVE, HATRED, AND REVENGE; A SWISS ROMANCE. BY T. P. LATHY","London:                     A. K. Newman, 1809","3 vols. 12&deg;","No copy located; EN2 1809: 41; xNSTC; xOCLC","Newman is given as publisher by Bent22. For the possibility that this represents an unacknowledged trans. of Fran&ccedil;ois Pag&egrave;'s <i>Amour, haine et vengeance</i> (1799), see <a href=""../guide/update2.html"">EN2 Update 2</a>",,,
739,"GARSIDE1800-1829",20100817,"1809A040","Discarded Daughter, The","Alethea Brereton LEWIS",1809,"Female",,"THE DISCARDED DAUGHTER. A NOVEL, IN FOUR VOLUMES. BY EUGENIA DE ACTON, AUTHOR OF ""ESSAYS ON THE ART OF BEING HAPPY,"" AND MANY OTHER POPULAR WORKS","London:                     Printed for J. F. Hughes, 38, Berners-Street, Oxford-Street, 1809/10","4 vols (I (1810) 239p; II (1810) 215p; III (1809) 269p; IV (1809) 247p). 12&deg;","Corvey; CME 3-628-47006-4; EN2 1809: 42; xNSTC; xOCLC","No author appears on the t.p. of vols 3 and 4. Blakey (copy not seen) lists under 1810 as a Minerva publication, but not discovered in this form. ECB 3 lists Lane edn, 1810",,,
740,"GARSIDE1800-1829",20100817,"1809A041","Adventures of Ralph Reybridge, The","William LINLEY",1809,"Male",,"THE ADVENTURES OF RALPH REYBRIDGE: CONTAINING SKETCHES OF MODERN CHARACTERS, MANNERS, AND EDUCATION. BY WILLIAM LINLEY, ESQ. IN FOUR VOLUMES","London:                     Printed for Richard Phillips, Bridge-Street, Blackfriars, 1809","4 vols (I xii, 307p; II viii, 303p; III vii, 268p; IV xii, 268p). 12&deg;","Corvey; CME 3-628-48102-3; EN2 1809: 43; NSTC L1727; OCLC 13100381","Prefatory Address to the Reader' (vol. 1, pp. [iii]&ndash;viii) begins: 'The following pages were written at Madras in the year 1801, soon after the Author's arrival at that Presidency, and before he was appointed to fill any office of responsibility in the service.' 'Introductory Chapter to the Fourth Volume', vol. 4, pp. [vii]&ndash;xii",,,
741,"GARSIDE1800-1829",20100817,"1809A042","Modern Times; or, Anecdotes of the English Family","George LIPSCOMB",1809,"Male",,"MODERN TIMES; OR, ANECDOTES OF THE ENGLISH FAMILY. IN THREE VOLUMES","London:                     Printed for J. Budd, Bookseller to his Royal Highness the Prince of Wales, at the Crown and Mitre, Pall-Mall; and Sharpe and Hailes, No. 186, Piccadilly, 1809","3 vols (I xxiv, 264p; II 230p; III 261p). 12&deg;","Corvey; CME 3-628-48219-4; ECB 390; EN2 1809: 24; NSTC M2772; OCLC 35120559","Preface dated Buen-Retiro, Sept 1809. For the identification of the true author as George Lipscomb (1773&ndash;1846), and commentary on the pseudonym 'John English', see EN2 Updates <a href=""../guide/update1.html"">1</a> and <a href=""../guide/update2.html"">2</a>",,,
742,"GARSIDE1800-1829",20100817,"1809A043","Levity and Sorrow","Amalie Johanna Karoline LUDECUS",1809,"Female","Michael Angelo BIANCHI","LEVITY AND SORROW; A GERMAN STORY, IN TWO VOLUMES: WITH A PREFACE BY A. VON KOTZEBUE. TRANSLATED BY MICHAEL ANGELO BIANCHI","London:                     Printed at the Minerva-Press, for A. K. Newman, and Co. (Successors to Lane, Newman, & Co.) Leadenhall-Street, 1809","2 vols (I xii, 256p; II 266p). 12&deg;","BL 12547.dd.9; ECB 343; EN2 1809: 44; NSTC B1986; OCLC 10488396","Trans. of <i>Louise, oder die unseligen Folgen des Leichtsinns. Mit einer Vorrede von Kotzebue</i> (Leipzig, 1800). The German original title was written by August Kotzebue's daughter Amalie, who published under her married name of Ludecus. 'Preface of the Translator' (vol. 1, pp. [iii]&ndash;vii) states: 'I should have willingly made the version from the original in German; but the interdiction of the means of procuring a copy, has induced me to attempt it from a Danish translation, casually fallen into my hands' (p. v). This is followed by 'Preface of Mr. A. von Kotzebue' (pp. [viii]&ndash;xii), which of the authorship states: 'Thus much I can assure you, upon my honor [sic], that she [the author] is neither my mother, wife, or sister; but happy he that is in any degree connected with her' (p. xii)","1819 (NSTC)",,
743,"GARSIDE1800-1829",20100817,"1809A044","Irish Guardian, The","Anna Maria MACKENZIE",1809,"Female",,"THE IRISH GUARDIAN, OR, ERRORS OF ECCENTRICITY. IN THREE VOLUMES. BY MRS. MACKENZIE","London:                     Printed for Longman, Hurst, Rees, and Orme, 39, Paternoster-Row, 1809","3 vols (I iv, 296p; II 292p; III 279p). 12&deg;","BL 1153.i.17; ECB 360; EN2 1809: 45; NSTC M344; xOCLC","Preface, vol 1, pp. [i]&ndash;iv, signed Anna Maria Mackenzie, reads: 'The Author perceives she cannot conclude without paying a feeble tribute of praise to those male writers, who have thought it no degradation of their dignity [&hellip;] to [&hellip;] improve and amuse in the form of a novel' (p. iv). Colophon in all vols of 'J. Rackham, Printer, Bury St. Edmund's'","1811 as <i>Almeria D'Aveiro; or, the Irish Guardian</i> (Corvey, OCLC 22779206&mdash;a reissue by A.K. Newman, with same colophon), CME 3-628-48094-9",,
744,"GARSIDE1800-1829",20100817,"1809A045","Lords of Erith, The","Catherine MANNERS [afterwards STEPNEY, Catherine Lady]",1809,"Female",,"THE LORDS OF ERITH, A ROMANCE, IN THREE VOLUMES. BY C. MANNERS","London:                     Printed by J. Dean, 57, Wardour Street, Soho. For R. Ryan, 353, Oxford-Street, and G. Shade, 62, Poland-Street, Oxford-Street. Sold by Sherwood, Neeley, and Jones, Paternoster-Row, 1809","3 vols (I 214p; II 248p; III 259p). 12&deg;","Corvey; CME 3-628-48080-9; ECB 366; EN2 1809: 46; NSTC M1001; xOCLC",,,,
745,"GARSIDE1800-1829",20100817,"1809A046","Lionel; or, the Impenetrable Command","Caroline MAXWELL",1809,"Female",,"LIONEL; OR, THE IMPENETRABLE COMMAND. AN HISTORICAL ROMANCE. IN TWO VOLUMES. BY MRS. C. MAXWELL, AUTHOR OF ALFRED OF NORMANDY, &C","London:                     Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1809","2 vols (I 220p; II 212p). 12&deg;","Corvey; CME 3-628-48205-4; ECB 375; EN2 1809: 47; xNSTC; xOCLC",,,,
746,"GARSIDE1800-1829",20100817,"1809A047","Langhton Priory","Mary MEEKE",1809,"Female",,"LANGHTON PRIORY. A NOVEL. IN FOUR VOLUMES. BY GABRIELLI, AUTHOR OF MYSTERIOUS WIFE, MYSTERIOUS HUSBAND, &C. &C","London:                     Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1809","4 vols (I 299p; II 316p; III 330p; IV 340p). 12&deg;","Corvey; CME 3-628-47845-6; EN2 1809: 48; NSTC M1954; xOCLC","Blakey, Block, Summers etc. all spell as 'Laughton Priory', presumably in error",,,
747,"GARSIDE1800-1829",20100817,"1809A048","Irish Chieftain, and his Family, The","Theodore MELVILLE",1809,"Male",,"THE IRISH CHIEFTAIN, AND HIS FAMILY. A ROMANCE. IN FOUR VOLUMES. BY THEODORE MELVILLE, ESQ. AUTHOR OF THE WHITE KNIGHT, THE BENEVOLENT MONK, &C","London:                     Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1809","4 vols (I 208p; II 226p; III 236p; IV 240p). 12&deg;","Corvey; CME 3-628-48056-6; ECB 379; EN2 1809: 49; NSTC M2020; OCLC 6946078","Colophon in each vol. reads: 'J. Dennett, Printer, Leather-Lane, Holborn'",,,
748,"GARSIDE1800-1829",20100817,"1809A049","Bachelor, The","Thomas George MOORE",1809,"Male",,"THE BACHELOR: A NOVEL, IN THREE VOLUMES. BY THOMAS GEORGE MOORE, ESQ","London:                     Printed for Henry Colburn, Conduit-Street, New Bond-Street, 1809","3 vols (I 184p; II 220p; III 228p). 12&deg;","Corvey; CME 3-628-48288-7; EN2 1809: 50; xNSTC; OCLC 30483107",,,,
749,"GARSIDE1800-1829",20100817,"1809A050","Cottage of Merlin Vale, The","J. MORRINGTON",1809,"Female",,"THE COTTAGE OF MERLIN VALE. BY J. MORRINGTON","London, 1809","2 vols. 12&deg;","No copy located; EN2 1809: 51; xNSTC; xOCLC","Listed by James Henderson, 'The Gothic Novel in Wales (1790&ndash;1820)', <i>National Library of Wales Journal</i> 11 (1959&ndash;60), 244&ndash;54 as being in National Library of Wales, but not found there. Allibone, Summers, and Henderson give author as above; Block lists as by 'Isabella Morrington'. ER listing of New Publications for July 1809 gives sub-title as 'A History Founded on Facts'; QR listing of New Publications for May 1809 as 'A Rational, Moral, Sentimental, Literary, and Entertaining History, founded on Facts'. See also Contemporary Libraries (click on link below) for this work apparently featuring with the lead title 'Fashion's Fool'; also for another instance of the forename being expanded as Isabella",,,
750,"GARSIDE1800-1829",20100817,"1809A051","Iron Mask, The","Charles de Fieux, Chevalier de MOUHY",1809,"Male","John Proteus HUNT","THE IRON MASK; OR, THE ADVENTURES OF A FATHER & A SON, A ROMANCE, TRANSLATED FROM A SPANISH MANUSCRIPT, BY THE REVEREND JOHN PROTEUS HUNT. IN THREE VOLUMES","London:                     Printed by J. Dean, 57, Wardour Street, Soho. For George Hughes, 212, Tottenham-Court-Road, and sold by Sherwood, Neely, and Jones, 20, Paternoster-Row, 1809","3 vols (I xlv, 208p; II 208p; III 193p). 12&deg;","Corvey; CME 3-628-47669-0; EN2 1809: 52; xNSTC; xOCLC","Trans. of <i>Le Masque de Fer, ou les aventures admirables du p&egrave;re et du fils</i> (La Haye, 1750). 'The English Translator's Preface' (vol. 1, pp. [v]&ndash;ix), signed 'J. P. H.', begins: 'The History of the Iron Mask was originally written in Spanish, and was published by the French Translator, who favours us with the annexed ingenious and interesting preface, in the original language, and in French, at the Hague, about the year 1726&ndash;7'. Dedication 'to Her Ladyship the Countess of Tremes', signed 'L. C. D***'. Preface, pp. [xiii]&ndash;xlv. Continuous roman and arabic pagination, with novel proper beginning on p. [47]. Frank (Item 193) treats Hunt's work as an original title, and gives A. K. Newman as publisher",,,
751,"GARSIDE1800-1829",20100817,"1809A052","Nubilia in Search of a Husband","William MUDFORD",1809,"Male",,"NUBILIA IN SEARCH OF A HUSBAND; INCLUDING SKETCHES OF MODERN SOCIETY, AND INTERSPERSED WITH MORAL AND LITERARY DISQUISITIONS","London:                     Printed for J. Ridgeway, Piccadilly; and Sherwood, Neely, and Jones, Paternoster-Row, 1809","1 vol.  (456p). 8&deg;","BL 12614.d.23; ECB 418; EN2 1809: 53; NSTC N1351; OCLC 10318143","Preface (3 pp. unn.) ends: 'It is not to deprecate criticism that it is told, the following work was commenced on the 10th of May, 1809, and finished on the 3d of June following'","2nd edn (with two additional chapters) 1809 (NSTC); 3rd edn 1809 (OCLC); 4th edn 1809 (NSTC); Philadelphia 1809 (OCLC)",,
752,"GARSIDE1800-1829",20100817,"1809A053","Chamber of Death, The","ORLANDO",1809,"Male",,"THE CHAMBER OF DEATH; OR, THE FATE OF ROSARIO. AN HISTORICAL ROMANCE OF THE SIXTEENTH CENTURY. IN TWO VOLUMES. BY ORLANDO, AUTHOR OF ""A SUMMER BY THE SEA.""","London:                     Printed at the Minerva-Press, for A. K. Newman and Co. (Successors to Lane, Newman, & Co.) Leadenhall-Street, 1809","2 vols (I 211p; II 183p). 12&deg;","Corvey; CME 3-628-47247-4; ECB 104; EN2 1809: 54; xNSTC; OCLC 22685002",,,,
753,"GARSIDE1800-1829",20100817,"1809A054","Woman: Or, Ida of Athens","Sydney OWENSON [afterwards MORGAN, Lady Sydney]",1809,"Female",,"WOMAN: OR, IDA OF ATHENS. BY MISS OWENSON, AUTHOR OF THE ""WILD IRISH GIRL,"" THE ""NOVICE OF ST. DOMINICK,"" &C. IN FOUR VOLUMES","London:                     Printed for Longman, Hurst, Rees, and Orme, Paternoster-Row, 1809","4 vols (I xxviii, 223p; II 272p; III 192p; IV 290p). 12&deg;","Corvey; CME 3-628-48374-3; ECB 396; EN2 1809: 55; NSTC O738; OCLC 13320201","To the Public', vol. 1, pp. [iii]&ndash;vii, signed 'Sydney Owenson' and dated Dublin, 18 Nov 1808. This carries a footnote which states: 'The ""Wild Irish Girl"" was written in six weeks; the ""Sketches"" in one; and ""Woman,"" though I had long revolved its plan and tendency in my mind, and frequently mentioned it in society, was not begun until the 20th of last July. It was written at intervals, in England, Wales, and Ireland, and almost always in the midst of what is called the world. It was finished on the 18th of October, and is now printed from the first copy' (p. vn). Notes (2 pp. unn.) at the end of vol. 4; notes at end of other vols within the main sequence of pagination","Philadelphia & New York & Baltimore 1809 (OCLC); French trans., 1812; German trans., 1820","oQglAAAAMAAJ","oQglAAAAMAAJ volumes 1-2 (of 4) high quality for such an early text"
754,"GARSIDE1800-1829",20100817,"1809A055","Husband and the Lover, The","Alicia Tyndal PALMER",1809,"Female",,"THE HUSBAND AND THE LOVER. AN HISTORICAL AND MORAL ROMANCE. IN THREE VOLUMES","London:                     Printed for Lackington, Allen, and Co. Temple of the Muses, Finsbury Square, 1809","3 vols (I xi, 302p; II 315p; III 374p). 12&deg;","Corvey; CME 3-628-47679-8; ECB 290; EN2 1809: 56; xNSTC; OCLC 13357744","Introductory Letters from Father Theodore, to the Youthful Guardian of Sabina de Montresor', vol. 1, pp. [v]&ndash;xi, which form a fictive introduction belonging to the novel proper. Author's note in vol. 3, pp. 373&ndash;74 states: 'The Author has endeavoured, in this work, carefully to avoid violating any important historic fact. She has founded her little tale on the circumstance of John Sobieski, after ascending the throne of Poland, having so far acknowledged a son of the Marchioness de Briscacier to be his, as to exert his influence with Louis XIV, to confer on that son the title of Duke'. Her note also calls the novel 'this first essay of her pen'",,,
755,"GARSIDE1800-1829",20100817,"1809A056","Young Rosiniere, The","Frances PECK",1809,"Female",,"THE YOUNG ROSINIERE; OR, SKETCHES OF THE WORLD. A NOVEL, IN THREE VOLUMES; BY MRS. PECK, AUTHOR OF THE MAID OF AVON, WELCH PEASANT BOY, &C","London:                     Printed for Henry Colburn, English and Foreign Subscription Library, Conduit-Street, Bond-Street, 1809","3 vols (I 255p; II 172p; III 197p). 12&deg;","Dt 200.r.122-124; ECB 477; EN2 1809: 57; NSTC P916; xOCLC","Dedication 'to the Right Hon. The Countess of Londonderry', signed Frances Peck. 2nd vol. is mistakenly described as 'Vol. III' on t.p., and in signatures; 3rd vol. lacks a t.p., but is mistakenly described in signatures as 'vol. IV'. This error presumably arose through a misunderstanding by the printers: vol. 1 colophon reads: 'Printed by E. Hemsted, New-Street, Fetter-Lane'; colophons in vols 2 and 3 read: 'B. Clarke, Well Street, Cripplegate'. QR in its Feb 1810 listing gives as 'By Mr. Rach, of Dublin', ECB lists under 'Rach'",,,
756,"GARSIDE1800-1829",20100817,"1809A057","Matilda Montfort","Peter PEREGRINE",1809,"Male",,"MATILDA MONTFORT; A ROMANTIC NOVEL. IN FOUR VOLUMES. BY PETER PEREGRINE, ESQ","London:                     Printed by W. M'Dowall, Pemberton Row, Gough Square, for R. Spencer, No. 22, Great-Ormond-Street, 1809","4 vols (I 231p; II 239p; III 251p; IV 220p). 12&deg;","Corvey; CME 3-628-48432-4; EN2 1809: 58; xNSTC; xOCLC",,,,
757,"GARSIDE1800-1829",20100817,"1809A058","Sinclair","Mary PILKINGTON",1809,"Female",,"SINCLAIR; OR, THE MYSTERIOUS ORPHAN. A NOVEL. IN FOUR VOLUMES. BY MRS. PILKINGTON, AUTHOR OF CRIMES AND CHARACTERS, PARENTAL DUPLICITY, &C","London:                     Printed at the Minerva-Press, for A. K. Newman and Co. (Successors to Lane, Newman, and Co.) Leadenhall-Street, 1809","4 vols (I 274p; II 233p; III 254p; IV 261p). 12&deg;","Corvey; CME 3-628-48471-5; ECB 450; EN2 1809: 59; xNSTC; xOCLC",,,,
